task,task_id,item_uid,trial_type,prompt,item,answer,response_alternatives,chance_level,prompt_phrase,prompt_image,full_prompt
vocab,vocab,vocab__kimono,test,NA,kimono,kimono,"cardigan,turntable,cable",0.25,kimono,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__latch,test,NA,latch,latch,"lock,microwave,umbrella",0.25,latch,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__locker,test,NA,locker,locker,"basket,cabinet,gargoyle",0.25,locker,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__lollipop,test,NA,lollipop,lollipop,"candy,doorbell,crumb",0.25,lollipop,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__map,test,NA,map,map,"marker,ruby,dishwasher",0.25,map,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__marshmallow,test,NA,marshmallow,marshmallow,"dryer,snowball,rooster",0.25,marshmallow,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__net,test,NA,net,net,"domino,tee,hydrant",0.25,net,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__oil,test,NA,oil,oil,"gel,grain,bassinet",0.25,oil,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__omelet,test,NA,omelet,omelet,"clay,pancake,trunk",0.25,omelet,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__pie,test,NA,pie,pie,"flashlight,pizza,sweater",0.25,pie,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__pistachio,test,NA,pistachio,pistachio,"avocado,taco,bagpipe",0.25,pistachio,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__pitcher,test,NA,pitcher,pitcher,"batter,tumbleweed,medal",0.25,pitcher,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__potato,test,NA,potato,potato,"glasses,pot,dragonfly",0.25,potato,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__prism,test,NA,prism,prism,"radar,subway,chinchilla",0.25,prism,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__puddle,test,NA,puddle,puddle,"baseball,bubble,salami",0.25,puddle,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__pump,test,NA,pump,pump,"coat,plug,scarf",0.25,pump,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__rice,test,NA,rice,rice,"box,dice,bedpost",0.25,rice,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__saddle,test,NA,saddle,saddle,"figurine,handle,broccoli",0.25,saddle,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__sandbag,test,NA,sandbag,sandbag,"sandpaper,valve,octopus",0.25,sandbag,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__scaffolding,test,NA,scaffolding,scaffolding,"satellite,veil,antelope",0.25,scaffolding,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__scoop,test,NA,scoop,scoop,"sauce,statue,cauliflower",0.25,scoop,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__seagull,test,NA,seagull,seagull,"lobster,pigeon,perfume",0.25,seagull,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__ship,test,NA,ship,ship,"boat,nose,zucchini",0.25,ship,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__shower,test,NA,shower,shower,"soap,toe,cantaloupe",0.25,shower,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__silverware,test,NA,silverware,silverware,"garlic,trophy,eggnog",0.25,silverware,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__sink,test,NA,sink,sink,"stair,toilet,knitting",0.25,sink,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__ski,test,NA,ski,ski,"ice,suitcase,pincushion",0.25,ski,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__sloth,test,NA,sloth,sloth,"clam,donkey,incense",0.25,sloth,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__snail,test,NA,snail,snail,"cow,worm,visor",0.25,snail,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__sorbet,test,NA,sorbet,sorbet,"palette,tamale,chive",0.25,sorbet,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__spatula,test,NA,spatula,spatula,"lava,paddle,pheasant",0.25,spatula,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__sprinkler,test,NA,sprinkler,sprinkler,"flower,sparkler,charcoal",0.25,sprinkler,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__squash,test,NA,squash,squash,"branch,pumpkin,gazelle",0.25,squash,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__squirrel,test,NA,squirrel,squirrel,"eagle,monkey,shorts",0.25,squirrel,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__stew,test,NA,stew,stew,"mixer,soup,orchid",0.25,stew,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__rubberband,test,NA,rubber band,rubber band,"drill,thermostat,vase",0.25,rubber band,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__stump,test,NA,stump,stump,"bookshelf,log,showerhead",0.25,stump,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__sunflower,test,NA,sunflower,sunflower,"pineapple,rim,pinball",0.25,sunflower,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__swordfish,test,NA,swordfish,swordfish,"catfish,leopard,graffiti",0.25,swordfish,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__tapestry,test,NA,tapestry,tapestry,"backdrop,leggings,forklift",0.25,tapestry,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__teabag,test,NA,teabag,teabag,"fingerprint,tea,braid",0.25,teabag,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__telescope,test,NA,telescope,telescope,"tripod,windshield,anklet",0.25,telescope,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__thermos,test,NA,thermos,thermos,"firewood,oilcan,coral",0.25,thermos,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__treasure,test,NA,treasure,treasure,"gift,rope,lamp",0.25,treasure,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__trumpet,test,NA,trumpet,trumpet,"flute,violin,coleslaw",0.25,trumpet,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__tulip,test,NA,tulip,tulip,"glove,rose,hubcap",0.25,tulip,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__turbine,test,NA,turbine,turbine,"generator,tab,pesto",0.25,turbine,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__turkey,test,NA,turkey,turkey,"goat,swan,pencil",0.25,turkey,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__turtle,test,NA,turtle,turtle,"frog,horse,railing",0.25,turtle,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__typewriter,test,NA,typewriter,typewriter,"printer,sunglasses,drumstick",0.25,typewriter,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__watermelon,test,NA,watermelon,watermelon,"screwdriver,strawberry,crane",0.25,watermelon,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__waterwheel,test,NA,waterwheel,waterwheel,"pinwheel,target,boa",0.25,waterwheel,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__ant,catch,NA,ant,ant,"muffin,raspberry,mint",0.25,ant,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__ball,catch,NA,ball,ball,"pen,peach,snack",0.25,ball,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__bear,catch,NA,bear,bear,"mirror,saw,bell",0.25,bear,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__duck,practice,NA,duck,duck,"tongue,ladder,snake",0.25,duck,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__fork,practice,NA,fork,fork,"crow,wagon,bead",0.25,fork,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__kitten,practice,NA,kitten,kitten,"wrist,pillow,mattress",0.25,kitten,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__knee,practice,NA,knee,knee,"face,leash,sock",0.25,knee,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__milkshake,practice,NA,milkshake,milkshake,"pan,needle,gate",0.25,milkshake,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__skin,practice,NA,skin,skin,"cardboard,drum,clock",0.25,skin,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__wall,practice,NA,wall,wall,"knob,sponge,robot",0.25,wall,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__wheel,practice,NA,wheel,wheel,"fish,bowl,meat",0.25,wheel,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__farm,test,NA,farm,farm,"zoo,park,forest",0.25,farm,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__juggling,test,NA,juggling,juggling,"running,biking,playing",0.25,juggling,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__dressing,test,NA,dressing,dressing,"juice,ketchup,flour",0.25,dressing,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__roof,test,NA,roof,roof,"stairs,door,fence",0.25,roof,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__peeking,test,NA,peeking,peeking,"reading,playing,surfing",0.25,peeking,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__ruler,test,NA,ruler,ruler,"measuringtape,compass,caliper",0.25,ruler,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__tunnel,test,NA,tunnel,tunnel,"pathway,waterway,cavern",0.25,tunnel,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
vocab,vocab,vocab__envelope,test,NA,envelope,envelope,"checkbook,stamp,notecard",0.25,envelope,NA,"Choose the image that matches the text: ""<prompt_phrase>"". Answer with A, B, C, or D. <image1> <image2> <image3> <image4>"
